vidID,clip_num,personID,passive_weight,arms_to_upper_body,sink,head_drop,jump,rhythmicity,spread,free_flow,light_weight,up_or_rise,rotation,emotion
003/_7oWZq_s_Sk.mp4/0528.mp4,0528_0197_0001,0,0,0,0,1,0,0,0,0,1,1,0,other
003/uNT6HrrnqPU.mp4/0438.mp4,0438_0110_0005,2,1,1,1,2,0,0,0,0,0,0,0,sad
003/_a9SWtcaNj8.mp4/0846.mp4,0846_0171_0001,0,0,0,1,2,0,0,0,0,0,0,1,sad
003/JNb4nWexD0I.mp4/0193.mp4,0193_0136_0002,0,0,0,0,0,0,2,0,0,2,1,0,happy
003/cWYJHb25EVs.mp4/0536.mp4,0536_0153_0001,0,0,0,0,0,0,2,0,0,0,0,0,neutral
003/C25wkwAMB-w.mp4/0144.mp4,0144_0042_0001,0,0,0,0,1,0,3,0,0,3,0,0,happy
003/c9pEMjPT16M.mp4/1090.mp4,1090_0258_0001,0,0,0,1,1,0,0,0,0,0,2,0,neutral
003/jqZpiHlJUig.mp4/0107.mp4,0107_0069_0002,0,0,0,2,1,0,0,0,0,0,0,0,sad
003/_mAfwH6i90E.mp4/0083.mp4,0083_0105_0002,0,0,0,0,0,0,3,0,0,0,0,0,neutral
003/_a9SWtcaNj8.mp4/0004.mp4,0004_0103_0001,1,0,0,0,0,0,2,2,3,0,1,0,other
003/KHHgQ_Pe4cI.mp4/0292.mp4,0292_0125_0001,0,0,0,0,2,0,1,0,0,1,0,0,sad
003/er7eeiJB6dI.mp4/0255.mp4,0255_0103_0001,0,0,0,0,1,0,0,0,0,1,0,0,sad
003/_mAfwH6i90E.mp4/0707.mp4,0707_0231_0001,0,0,0,0,0,0,0,0,0,3,1,0,happy
003/F3dPH6Xqf5M.mp4/0134.mp4,0134_0056_0001,0,2,0,2,2,0,0,0,0,0,0,0,sad
003/Ov0za6Xb1LM.mp4/0572.mp4,0572_0209_0002,1,0,0,0,0,0,1,0,0,2,2,0,happy
003/2qQs3Y9OJX0.mp4/0202.mp4,0202_0141_0005,1,0,0,1,2,0,1,0,0,0,1,1,sad
003/2fwni_Kjf2M.mp4/0407.mp4,0407_0048_0001,0,0,0,0,0,0,3,0,0,2,0,0,happy
003/g1wyIcLPbq0.mp4/0052.mp4,0052)0127_0002,0,0,0,0,1,0,0,2,0,2,1,0,other
003/F3dPH6Xqf5M.mp4/0088.mp4,0088_0048_0002,0,0,0,2,1,0,0,0,0,0,1,0,sad
003/2bxKkUgcqpk.mp4/0362.mp4,0362_0107_0003,3,0,0,2,2,0,0,0,0,0,1,0,sad
003/sADELCyj10I.mp4/0920.mp4,0920_0143_0001,0,0,1,0,0,0,3,1,1,0,1,0,happy
003/rJKeqfTlAeY.mp4/0433.mp4,0433_0117_0003,2,0,0,1,1,0,2,0,0,2,1,0,happy
003/8nO5FFbIAog.mp4/0137.mp4,0137_0139_0004,3,0,0,3,2,0,0,0,0,0,0,1,sad
003/j5jmjhGBW44.mp4/0706.mp4,0706_0162_0001,0,0,0,2,0,0,0,0,0,0,1,0,sad
003/K--hW14uzA0.mp4/0986.mp4,0986_0053_0006,0,0,0,0,2,0,1,0,0,1,2,0,other
003/u1ltv6r14KQ.mp4/0421.mp4,0421_0175_0003,0,1,1,1,1,0,0,0,0,0,0,0,sad
003/iSlDMboCSao.mp4/0925.mp4,0925_0139_0001,0,0,4,2,2,0,0,0,1,0,0,0,sad
003/uzPI7FcF79U.mp4/0680.mp4,0680_0223_0002,0,3,0,1,1,0,0,0,0,0,0,0,sad
003/J1jDc2rTJlg.mp4/0345.mp4,0345_0073_0001,0,0,0,0,0,0,0,0,0,1,2,0,happy
003/Ekwy7wzLfjc.mp4/0196.mp4,0196_0084_0001,0,0,0,1,2,0,0,0,0,1,0,0,sad
003/vfjywN5CN0Y.mp4/0027.mp4,0027_0156_0002,1,0,0,0,0,0,1,0,0,2,1,0,happy
003/_7oWZq_s_Sk.mp4/0995.mp4,0995_0297_0002,0,0,0,2,1,0,1,0,0,1,0,1,other
003/1j20qq1JyX4.mp4/0447.mp4,0447_0209_0003,2,0,0,2,2,0,0,0,0,0,1,1,sad
003/phrYEKv0rmw.mp4/0702.mp4,0702_0181_0003,0,1,0,1,1,0,0,0,0,0,0,0,sad
003/Di1MG6auDYo.mp4/0014.mp4,0014_0067_0002,1,0,0,0,0,0,2,0,0,2,0,0,happy
003/g1wyIcLPbq0.mp4/0675.mp4,0675_0254_0002,0,0,0,0,0,0,0,0,1,3,3,0,happy
003/CrlfWnsS7ac.mp4/0306.mp4,0306_0199_0002,1,1,0,1,0,0,0,0,0,1,0,0,neutral
003/32HR3MnDZ8g.mp4/0471.mp4,0471_0177_0002,0,0,0,0,1,0,0,0,0,0,0,0,sad
003/_mAfwH6i90E.mp4/0813.mp4,0813_0114_0002,1,0,0,1,1,0,1,2,0,1,1,2,neutral
003/HKjR70GCRPE.mp4/0712.mp4,0712_0322_0002,0,0,0,0,0,0,1,0,0,2,1,0,happy
003/UgZFdrNT6W0.mp4/0736.mp4,0736_0156_0004,2,0,0,1,1,0,1,0,0,1,0,0,sad
003/UIy730JrFIc.mp4/0532.mp4,0532_0129_0001,0,1,0,0,1,0,0,0,0,0,0,0,sad
003/_7oWZq_s_Sk.mp4/0006.mp4,0006_0084_0001,0,0,0,1,0,0,0,0,0,0,1,1,neutral
003/IKdBLciu_-A.mp4/0071.mp4,0071_0148_0003,0,0,0,0,1,0,3,0,0,2,1,0,happy
003/hHgg9WI8dTk.mp4/0304.mp4,0304_0164_0001,0,0,0,0,1,0,0,0,0,2,1,1,happy
003/_dBTTYDRdRQ.mp4/0291.mp4,0291_0199_0001,0,0,0,2,2,0,2,0,0,2,1,0,other
003/fD6VkIRlIRI.mp4/0274.mp4,0274_0281_0001,0,0,0,2,2,0,0,0,0,0,0,0,sad
003/Di1MG6auDYo.mp4/0052.mp4,0052_0057_0001,0,0,0,0,1,0,1,0,0,2,1,0,happy
003/26V9UzqSguo.mp4/0353.mp4,0353_0253_0003,2,0,0,0,0,0,1,0,0,0,1,0,neutral
003/KVq6If6ozMY.mp4/0370.mp4,0370_0398_0001,0,0,0,3,4,0,1,0,0,0,0,0,sad
003/_mAfwH6i90E.mp4/0300.mp4,0300_0127_0001,0,0,0,0,0,0,3,0,0,2,0,0,neutral
003/0f39OWEqJ24.mp4/0510.mp4,0510_0255_0001,1,0,0,1,2,0,1,0,0,0,0,0,sad
003/_a9SWtcaNj8.mp4/0218.mp4,0218_0098_0001,0,3,0,0,0,0,3,0,3,0,0,0,happy
003/uNT6HrrnqPU.mp4/0543.mp4,0543_0113_0003,1,0,0,0,1,0,0,0,0,1,0,0,sad
003/UIy730JrFIc.mp4/2091.mp4,2091_0276_0002,0,1,0,1,1,0,0,0,0,1,0,0,sad
003/K_SpqDJnlps.mp4/0084.mp4,0084_0107_0001,0,0,0,1,0,0,2,0,0,0,0,0,neutral
003/8VZEwOCQ8bc.mp4/0566.mp4,0566_0267_0001,0,0,0,1,3,0,2,0,0,0,1,0,sad
003/BCiuXAuCKAU.mp4/0111.mp4,0111_0035_0001,0,0,0,0,1,0,0,0,0,3,1,0,happy
003/32HR3MnDZ8g.mp4/0415.mp4,0415_0147_0001,0,0,0,0,1,0,1,0,0,0,0,0,sad
003/CrlfWnsS7ac.mp4/0439.mp4,0439_0280_0001,0,1,1,0,2,0,0,0,0,1,1,0,sad
003/_a9SWtcaNj8.mp4/0299.mp4,0299_0169_0001,0,2,2,0,3,0,2,0,1,0,1,0,sad
003/_mAfwH6i90E.mp4/0800.mp4,0800_0144_0001,0,0,0,2,0,0,0,0,1,0,0,0,sad
003/1j20qq1JyX4.mp4/0262.mp4,0262_0252_0002,1,0,0,0,1,0,2,0,0,0,0,0,sad
003/fNcxxBjEOgw.mp4/0320.mp4,0320_0116_0003,0,0,0,0,2,0,2,0,0,0,0,0,sad
003/RvdxDMfMtiA.mp4/0726.mp4,0726_0162_0002,0,0,0,3,2,0,1,0,0,0,0,0,sad
003/Ecivp8t3MdY.mp4/0471.mp4,0471_0121_0001,0,0,1,1,1,0,2,0,1,1,0,0,sad
003/NEQ7Wpf-EtI.mp4/0051.mp4,0051_0149_0002,0,0,0,0,1,0,0,0,0,0,0,0,sad
003/iSlDMboCSao.mp4/0670.mp4,0670_0103_0001,0,0,1,1,0,0,0,0,0,1,0,0,sad
003/_mAfwH6i90E.mp4/0329.mp4,0329_0137_0002,1,0,0,0,0,0,1,0,0,3,0,0,happy
003/_mAfwH6i90E.mp4/0463.mp4,0463_0150_0001,0,0,0,1,2,0,0,3,0,0,0,2,other
003/Ksd1JQFHYWA.mp4/0265.mp4,0265_0100_0001,0,0,0,0,0,0,1,0,0,0,1,0,other
003/D-BJTU6NxZ8.mp4/0631.mp4,0631_0176_0001,0,1,0,2,0,0,1,0,0,0,0,0,neutral
003/UIy730JrFIc.mp4/1816.mp4,1816_0126_0001,0,0,0,1,1,0,0,0,0,0,0,0,sad
003/kMy-6RtoOVU.mp4/0357.mp4,0357_0036_0002,0,0,0,1,1,0,1,0,0,0,0,0,sad
003/2fwni_Kjf2M.mp4/0050.mp4,0050_0092_0001,0,0,0,1,2,0,0,0,1,0,1,0,sad
003/6d5u6FHvz7Q.mp4/0978.mp4,0978_0218_0002,1,0,0,0,2,0,1,0,0,2,0,0,sad
003/_dBTTYDRdRQ.mp4/0188.mp4,0188_0271_0001,0,0,1,0,1,0,0,1,1,1,2,0,neutral
003/0f39OWEqJ24.mp4/0353.mp4,0353_0237_0001,0,0,0,3,3,0,0,0,0,1,1,0,sad
003/_7oWZq_s_Sk.mp4/0817.mp4,0817_0241_0002,0,0,0,0,1,0,0,0,0,3,2,0,other
003/cWYJHb25EVs.mp4/0974.mp4,0974_0195_0001,0,0,0,0,0,0,0,0,0,1,2,0,other
003/Ekwy7wzLfjc.mp4/0045.mp4,0045_0130_0001,0,2,2,0,0,0,0,0,0,0,0,0,sad
003/l2XO3tQk8lI.mp4/0160.mp4,0160_0123_0002,1,0,0,0,1,0,0,0,0,0,0,0,sad
003/_mAfwH6i90E.mp4/0761.mp4,0761_0136_0001,0,0,0,1,2,0,1,0,0,1,0,0,sad
003/9Y_l9NsnYE0.mp4/0041.mp4,0041_0280_0002,1,0,0,2,1,0,1,0,0,0,1,0,sad
003/HJzgJ9ZjvJk.mp4/0232.mp4,0232_0208_0001,0,0,0,0,2,0,1,1,0,0,0,0,sad
003/uzPI7FcF79U.mp4/0475.mp4,0475_0273_0001,0,2,3,2,2,0,0,0,0,0,0,0,sad
003/_mAfwH6i90E.mp4/0433.mp4,0433_0110_0001,0,0,0,1,1,0,4,0,3,0,0,2,other
003/5YPjcdLbs5g.mp4/0630.mp4,0630_0104_0001,0,1,0,1,1,0,0,0,0,0,1,0,sad
003/0f39OWEqJ24.mp4/0293.mp4,0293_0178_0001,0,0,0,0,2,0,1,2,0,0,1,1,other
003/NEQ7Wpf-EtI.mp4/0826.mp4,0826_0137_0002,1,0,0,2,2,0,2,0,0,0,0,0,sad
003/_a9SWtcaNj8.mp4/0350.mp4,0350_0208_0004,0,0,0,2,0,0,3,1,0,1,0,0,other
003/_a9SWtcaNj8.mp4/0580.mp4,0580_0099_0003,1,3,0,0,1,0,4,0,2,0,1,0,neutral
003/9bK05eBt1GM.mp4/0162.mp4,0162_0109_0002,0,1,0,1,1,0,1,0,1,0,0,0,sad
003/_7oWZq_s_Sk.mp4/1014.mp4,1014_0385_0001,0,0,0,1,1,0,1,0,0,1,0,2,other
003/j5jmjhGBW44.mp4/0094.mp4,0094_0307_0001,0,0,1,0,2,0,1,0,0,0,1,0,sad
003/9bK05eBt1GM.mp4/0793.mp4,0793_0126_0002,0,0,0,1,0,0,1,0,0,0,0,0,sad
003/gjdgj04FzR0.mp4/0528.mp4,0528_0174_0002,1,0,0,3,0,0,0,0,0,1,0,0,sad
003/G5Yr20A5z_Q.mp4/0984.mp4,0984_0144_0002,0,0,0,3,2,0,0,0,0,0,0,0,sad
003/5YPjcdLbs5g.mp4/0715.mp4,0715_0068_0002,0,0,0,3,2,0,2,0,0,1,0,0,sad
003/HKjR70GCRPE.mp4/0967.mp4,0967_0145_0001,0,0,0,0,1,0,1,0,0,0,0,0,sad
003/8nO5FFbIAog.mp4/0436.mp4,0436_0145_0002,0,0,0,0,2,0,2,0,0,1,1,0,sad
003/1j20qq1JyX4.mp4/0210.mp4,0210_0222_0001,0,0,0,0,3,0,1,0,0,1,0,0,sad
003/lDmLcWWBp1E.mp4/0520.mp4,0520_0276_0001,0,0,0,0,0,0,0,0,0,0,2,0,other
003/WVde9pyaHg4.mp4/0237.mp4,0237_0187_0001,0,0,0,1,1,0,0,0,0,0,0,0,sad
003/c9pEMjPT16M.mp4/0903.mp4,0903_0536_0001,0,0,0,2,1,0,0,0,0,3,1,0,neutral
003/8VZEwOCQ8bc.mp4/0042.mp4,0042_0291_0001,0,0,0,1,2,0,1,0,0,1,1,0,sad
003/G5Yr20A5z_Q.mp4/0769.mp4,0769_0169_0001,0,0,0,1,0,0,0,0,0,2,2,0,happy
003/lDmLcWWBp1E.mp4/0023.mp4,0023_0137_0002,0,0,0,2,1,0,2,0,0,0,1,1,sad
003/_mAfwH6i90E.mp4/0333.mp4,0333_0259_0002,0,0,0,0,1,0,1,0,0,3,1,0,happy
003/Ekwy7wzLfjc.mp4/0140.mp4,0140_0063_0001,0,0,0,0,0,0,2,0,0,1,0,0,happy
003/_a9SWtcaNj8.mp4/0220.mp4,0220_0156_0002,1,4,0,0,1,0,4,0,3,0,0,0,neutral
003/Hi8QeP_VPu0.mp4/0513.mp4,0513_0070_0004,3,0,0,0,0,0,0,0,0,2,1,0,happy
003/KVq6If6ozMY.mp4/0494.mp4,0494_0348_0002,0,0,0,1,1,0,1,0,0,2,2,0,happy
003/uNT6HrrnqPU.mp4/1280.mp4,1280_0179_0002,1,0,0,1,1,0,0,0,0,1,0,0,sad
003/CZ2NP8UsPuE.mp4/0278.mp4,0278_0118_0002,1,0,0,2,3,0,2,0,0,0,0,0,sad
003/gjdgj04FzR0.mp4/0461.mp4,0461_0214_0002,1,0,0,1,0,0,2,0,0,3,0,0,happy
003/Ekwy7wzLfjc.mp4/0033.mp4,0033_0080_0001,0,0,0,1,2,0,0,0,0,0,1,0,sad
003/0f39OWEqJ24.mp4/0291.mp4,0291_0166_0001,0,0,1,0,1,0,0,0,0,1,1,0,neutral
003/Vmef_8MY46w.mp4/0484.mp4,0484_0190_0003,2,2,0,0,1,0,0,0,0,0,0,0,sad
003/WwoTG3_OjUg.mp4/0207.mp4,0207_0102_0001,0,0,0,0,1,0,2,0,0,2,0,0,happy
003/TcT4TxCxn_Q.mp4/0094.mp4,0094_0128_0002,1,0,1,0,1,0,0,0,0,0,1,0,sad
003/5milLu-6bWI.mp4/0401.mp4,0401_0158_0001,0,0,0,0,0,0,2,0,1,2,1,0,happy
003/HV0H6oc4Kvs.mp4/0271.mp4,0271_0114_0002,1,0,0,0,2,0,0,0,0,0,0,0,sad
003/BCiuXAuCKAU.mp4/0567.mp4,0567_0032_0001,0,0,0,0,0,0,4,2,2,0,0,0,other
003/Hi8QeP_VPu0.mp4/0326.mp4,0326_0097_0001,0,0,0,2,1,0,0,0,0,2,0,1,sad
003/WlgxRNCHQzw.mp4/1970.mp4,1970_0207_0002,1,1,0,0,2,0,2,0,0,0,0,0,sad
003/_mAfwH6i90E.mp4/0964.mp4,0964_0259_0001,0,2,0,3,3,0,1,0,0,0,1,0,sad
003/PNZQ2UJfyQE.mp4/0372.mp4,0372_0109_0001,0,0,0,0,2,0,2,0,0,0,1,0,sad
003/iSlDMboCSao.mp4/0871.mp4,0871_0176_0004,3,2,0,2,2,0,0,0,0,0,0,0,sad
003/_7oWZq_s_Sk.mp4/0039.mp4,0039_0195_0005,0,0,0,0,0,0,4,0,0,4,2,0,happy
003/Di1MG6auDYo.mp4/0247.mp4,0247_0073_0001,0,0,0,0,0,0,0,0,0,2,1,0,happy
003/CZ2NP8UsPuE.mp4/0379.mp4,0379_0164_0002,0,0,0,0,1,0,1,0,0,1,1,0,sad
003/b5pRYl_djbs.mp4/0319.mp4,0319_0135_0001,0,0,0,2,2,0,1,1,0,2,1,0,sad
003/fpprSy6AzKk.mp4/0508.mp4,0508_0399_0002,1,0,0,2,3,0,0,0,0,1,1,0,sad
003/fpprSy6AzKk.mp4/0996.mp4,0996_0216_0003,0,0,0,0,0,0,3,0,2,0,0,0,happy
003/RvdxDMfMtiA.mp4/0070.mp4,0070_0146_0002,1,0,0,1,1,0,0,0,0,0,1,0,sad
003/fpprSy6AzKk.mp4/0397.mp4,0397_0372_0002,1,0,0,2,3,0,0,0,0,0,0,0,sad
003/IKdBLciu_-A.mp4/0985.mp4,0985_0076_0001,0,0,0,2,0,0,1,0,1,0,1,0,sad
003/K_SpqDJnlps.mp4/0397.mp4,0397_0381_0001,0,0,0,2,3,0,0,0,0,0,1,0,sad
003/_dBTTYDRdRQ.mp4/0121.mp4,0121_0230_0002,0,0,0,1,1,0,2,0,0,2,2,0,other
003/uNT6HrrnqPU.mp4/0786.mp4,0786_0113_0002,1,0,0,0,0,0,0,0,0,2,1,0,happy
003/_dBTTYDRdRQ.mp4/0287.mp4,0287_0278_0002,0,0,0,1,1,0,3,0,0,2,2,0,other
003/c9pEMjPT16M.mp4/0399.mp4,0399_0116_0002,0,0,0,0,1,0,1,0,0,2,1,0,happy
003/_a9SWtcaNj8.mp4/0484.mp4,0484_0118_0001,0,0,0,1,1,0,1,0,0,0,0,0,neutral
003/_7oWZq_s_Sk.mp4/0523.mp4,0523_0199_0004,1,0,0,0,1,0,1,0,0,0,1,0,neutral
003/l2XO3tQk8lI.mp4/0649.mp4,0649_0092_0001,0,0,0,0,2,0,2,0,0,1,0,0,sad
003/Db19rWN5BGo.mp4/0652.mp4,0652_0041_0002,0,0,0,1,1,0,3,0,0,0,0,0,other
003/_a9SWtcaNj8.mp4/0222.mp4,0222_0128_0001,0,0,0,0,0,0,0,0,1,2,2,0,happy
003/UIy730JrFIc.mp4/2000.mp4,2000_0180_0001,0,0,0,2,1,0,0,0,0,0,1,0,sad
003/914yZXz-iRs.mp4/0312.mp4,0312_0231_0002,1,0,0,0,2,0,1,0,0,0,0,0,sad
003/hHgg9WI8dTk.mp4/0382.mp4,0382_0163_0001,0,0,0,2,2,0,0,0,0,0,0,0,sad
003/_a9SWtcaNj8.mp4/0588.mp4,0588_0139_0003,1,0,0,0,2,0,3,0,0,0,0,1,happy
003/oD_wxyTHJ2I.mp4/0581.mp4,0581_0149_0001,0,0,1,0,1,0,1,0,0,0,0,0,sad
003/_a9SWtcaNj8.mp4/0604.mp4,0604_0122_0002,1,1,0,0,1,0,2,0,0,0,0,0,sad
003/WlgxRNCHQzw.mp4/1092.mp4,1092_0105_0001,0,1,0,1,1,0,0,0,0,1,0,0,sad
003/_7oWZq_s_Sk.mp4/0994.mp4,0994_0271_0002,0,1,0,0,0,0,1,0,0,1,0,0,neutral
003/iSlDMboCSao.mp4/0792.mp4,0792_0111_0003,0,0,0,0,1,0,4,0,0,4,0,0,happy
003/UIy730JrFIc.mp4/0543.mp4,0543_0128_0005,0,0,0,1,2,0,0,0,1,1,0,0,sad
003/OGNnUvJq9RI.mp4/0590.mp4,0590_0122_0005,0,1,0,1,1,0,0,0,0,1,1,0,sad
003/9Y_l9NsnYE0.mp4/0381.mp4,0381_0203_0003,1,0,0,0,0,0,0,0,0,4,1,0,happy
003/KVq6If6ozMY.mp4/0614.mp4,0614_0113_0001,0,0,0,0,1,0,1,0,0,0,0,0,sad
003/K_SpqDJnlps.mp4/0055.mp4,0055_0209_0002,1,0,0,2,1,0,0,0,0,3,0,0,sad
003/j5jmjhGBW44.mp4/0162.mp4,0162_0296_0001,0,0,0,3,2,0,2,0,3,0,1,0,sad
003/bhlFavrh7WU.mp4/0218.mp4,0218_0123_0001,0,0,0,2,1,0,1,1,1,0,1,0,sad
003/t0V4drbYDnc.mp4/0771.mp4,0771_0218_0002,0,0,0,0,0,0,0,0,0,2,2,0,happy
003/_dBTTYDRdRQ.mp4/0318.mp4,0318_0272_0001,0,0,0,0,2,0,3,0,0,1,1,1,neutral
003/K_SpqDJnlps.mp4/0361.mp4,0361_0289_0001,0,0,0,1,2,0,2,0,0,0,0,0,sad
003/phrYEKv0rmw.mp4/0582.mp4,0582_0113_0002,0,3,0,0,0,0,1,0,0,0,0,0,sad
003/T-Fc9ctuNVI.mp4/0692.mp4,0692_0117_0002,1,0,0,0,0,0,1,0,0,1,0,0,happy
003/KWoSGtglCms.mp4/0092.mp4,0092_0226_0003,2,0,0,0,2,0,4,0,0,4,0,0,happy
003/oD_wxyTHJ2I.mp4/0612.mp4,0612_0112_0001,0,0,0,1,1,0,0,0,0,0,0,0,sad
003/IzvOYVMltkI.mp4/0359.mp4,0359_0126_0002,0,0,0,0,0,0,3,0,0,3,1,0,happy
003/K_SpqDJnlps.mp4/0626.mp4,0626_0113_0003,1,0,0,0,0,0,3,0,0,2,1,0,happy
003/j5jmjhGBW44.mp4/0589.mp4,0589_0401_0001,0,0,0,1,2,0,0,0,0,0,1,0,sad
003/2fwni_Kjf2M.mp4/0169.mp4,0169_0074_0003,0,0,0,1,1,0,1,0,0,0,1,1,sad
003/Ecivp8t3MdY.mp4/0003.mp4,0003_0201_0002,1,0,0,1,0,0,2,0,0,2,1,0,happy
003/32HR3MnDZ8g.mp4/0282.mp4,0282_0182_0002,0,1,0,1,1,0,2,0,1,0,0,0,sad
003/Ecivp8t3MdY.mp4/0519.mp4,0519_0226_0002,1,0,0,0,1,0,1,0,0,0,0,0,sad
003/HKjR70GCRPE.mp4/0406.mp4,0406_0162_0002,1,0,0,1,1,0,0,0,0,0,0,0,sad
003/c9pEMjPT16M.mp4/0620.mp4,0620_0514_0003,0,0,2,2,2,0,0,0,0,1,1,0,sad
003/rFgb2ECMcrY.mp4/0305.mp4,0305_0132_0002,0,0,0,1,1,0,1,0,0,1,0,0,sad
003/8VZEwOCQ8bc.mp4/0592.mp4,0592_0138_0002,0,1,0,2,1,0,0,0,0,0,1,0,sad
003/32HR3MnDZ8g.mp4/0565.mp4,0565_0121_0003,0,1,0,0,0,0,0,0,0,0,0,0,sad
003/U_WzY2k8IBM.mp4/0490.mp4,0490_0200_0002,0,0,0,0,1,0,1,0,0,1,1,0,other
003/5YPjcdLbs5g.mp4/0460.mp4,0460_0143_0001,0,0,0,2,2,0,1,0,0,0,1,0,sad
003/iK4Y-JKRRAc.mp4/0526.mp4,0526_0252_0001,0,0,0,2,2,0,1,0,0,0,1,0,sad
003/kMy-6RtoOVU.mp4/0189.mp4,0189_0057_0001,1,0,0,2,2,0,2,0,0,0,0,0,sad
003/4gVsDd8PV9U.mp4/0319.mp4,0319_0143_0001,0,0,0,0,0,0,3,2,3,0,1,2,other
003/9bK05eBt1GM.mp4/0162.mp4,0162_0109_0002,1,0,0,0,0,0,0,0,0,1,0,1,sad
003/_mAfwH6i90E.mp4/0226.mp4,0226_0134_0002,1,0,1,0,0,0,2,0,0,2,2,0,happy
003/_mAfwH6i90E.mp4/0809.mp4,0809_0172_0002,1,0,0,0,3,0,1,0,0,1,1,0,sad
003/U_WzY2k8IBM.mp4/0302.mp4,0302_0131_0002,1,0,0,2,2,0,0,0,0,0,1,0,sad
003/HymKCzQJbB8.mp4/0939.mp4,0939_0164_0001,0,2,0,0,0,0,2,0,0,0,1,0,sad
